"","SCS_STUDENT","AGE","C99_BEST_PROGRAM","ACPG_DESC","SEC_LOCATION","LOC_DESC","AY","AY_HELPER","CITY"
"211",1,18,"BADM","Business Administration Year 1","TE","Terrace","2014-2015","2013-2014","Terrace"
"212",1,19,"CCP","Career and College Prep","PR","Prince Rupert","2014-2015","2013-2014","Prince Rupert"
"213",1,16,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014","Smithers"
"214",1,17,"CCP","Career and College Prep","HO","Houston","2014-2015","2013-2014","Houston"
"215",1,19,"CE","Continuing Education","HA","Hazelton","2014-2015","2013-2014","Sik-E-Dakh"
"216",1,16,"CCP","Career and College Prep","HO","Houston","2014-2015","2013-2014","Houston"
"217",1,16,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014",NA
"218",1,17,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014","Houston"
"219",1,16,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014","Smithers"
"220",1,19,"UC","University Credit Year 1","TE","Terrace","2014-2015","2013-2014","Terrace"
"221",1,17,"CE","Continuing Education","KK","Kitsumkalum","2014-2015","2013-2014","Terrace"
"222",1,19,"ICT","Information and Communications Technology","TE","Terrace","2014-2015","2013-2014","Terrace"
"223",1,18,"CCP","Career and College Prep","TE","Terrace","2014-2015","2013-2014","Terrace"
"224",1,19,"AUTOF","Auto Service Technician Foundation","TE","Terrace","2014-2015","2013-2014","Masset"
"225",1,18,"BADM","Business Administration Year 1","TE","Terrace","2014-2015","2013-2014","Terrace"
"226",1,19,"BADM","Business Administration Year 1","TE","Terrace","2014-2015","2013-2014","Terrace"
"227",1,18,"CE","Continuing Education","KI","Kitimat","2014-2015","2013-2014","Smithers"
"228",1,19,"UC","University Credit Year 1","TE","Terrace","2014-2015","2013-2014","Terrace"
"229",1,18,"AUTOF","Auto Service Technician Foundation","TE","Terrace","2014-2015","2013-2014","Kitkatla"
"230",1,19,"CCP","Career and College Prep","SM","Smithers","2014-2015","2013-2014","Smithers"
"231",1,17,"ACCARPF","ACE-IT Carpentry Foundation","TE","Terrace","2014-2015","2013-2014","Prince Rupert"
"232",1,19,"UC","University Credit Year 1","TE","Terrace","2014-2015","2013-2014","Terrace"
"233",1,17,"ACCARPF","ACE-IT Carpentry Foundation","TE","Terrace","2014-2015","2013-2014","Terrace"
"234",1,19,"UC","University Credit Year 1","TE","Terrace","2014-2015","2013-2014","Terrace"
"235",1,17,"ACCARPF","ACE-IT Carpentry Foundation","TE","Terrace","2014-2015","2013-2014","Terrace"
"236",1,19,"UC","University Credit Year 1","TE","Terrace","2014-2015","2013-2014","Terrace"
"237",1,18,"CCP","Career and College Prep","TE","Terrace","2014-2015","2013-2014","Terrace"
"238",1,16,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014","Smithers"
"239",1,18,"CE","Continuing Education","HO","Houston","2014-2015","2013-2014","Smithers"
"240",1,18,"UC","University Credit Year 1","TE","Terrace","2014-2015","2013-2014","Terrace"
"241",1,17,"ACMILLF","ACE-IT Millwright Foundation","KI","Kitimat","2014-2015","2013-2014","Kitimat"
"242",1,18,"ACMILLF","ACE-IT Millwright Foundation","KI","Kitimat","2014-2015","2013-2014","Kitimat"
"243",1,17,"ACMILLF","ACE-IT Millwright Foundation","KI","Kitimat","2014-2015","2013-2014","Kitimat"
"244",1,16,"ACMILLF","ACE-IT Millwright Foundation","KI","Kitimat","2014-2015","2013-2014","Kitimat"
"245",1,16,"ACMILLF","ACE-IT Millwright Foundation","KI","Kitimat","2014-2015","2013-2014","Kitimat"
"246",1,16,"ACMILLF","ACE-IT Millwright Foundation","KI","Kitimat","2014-2015","2013-2014","Kitimat"
"247",1,17,"ACMILLF","ACE-IT Millwright Foundation","KI","Kitimat","2014-2015","2013-2014","Kitimat"
"248",1,19,"CCP","Career and College Prep","PR","Prince Rupert","2014-2015","2013-2014","Prince Rupert"
"249",1,18,"BADM","Business Administration Year 1","PR","Prince Rupert","2014-2015","2013-2014","Prince Rupert"
"250",1,19,"CE","Continuing Education","HO","Houston","2014-2015","2013-2014","Houston"
"251",1,19,"CE","Continuing Education","HO","Houston","2014-2015","2013-2014","Houston"
"252",1,16,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014","Smithers"
"253",1,17,"CCP","Career and College Prep","HO","Houston","2014-2015","2013-2014","Houston"
"254",1,19,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014","Smithers"
"255",1,18,"CCP","Career and College Prep","PR","Prince Rupert","2014-2015","2013-2014","Prince Rupert"
"256",1,19,"CCP","Career and College Prep","TE","Terrace","2014-2015","2013-2014","Terrace"
"257",1,16,"CE","Continuing Education","HO","Houston","2014-2015","2013-2014","Telkwa"
"258",1,18,"AUTOF","Auto Service Technician Foundation","TE","Terrace","2014-2015","2013-2014","Terrace"
"259",1,19,"CE","Continuing Education","TE","Terrace","2014-2015","2013-2014","Terrace"
"260",1,18,"UC","University Credit Year 1","TE","Terrace","2014-2015","2013-2014","Terrace"
"261",1,17,"ACELTRF","ACE-IT Electrical Foundation","PR","Prince Rupert","2014-2015","2013-2014","Prince Rupert"
"262",1,18,"CCP","Career and College Prep","PR","Prince Rupert","2014-2015","2013-2014","Prince Rupert"
"263",1,18,"PCOOKAP1","Professional Cook Apprentice - Level 1","TE","Terrace","2014-2015","2013-2014","Terrace"
"264",1,18,"ASE","Adult Special Education","TE","Terrace","2014-2015","2013-2014","Terrace"
"265",1,18,"CE","Continuing Education","TE","Terrace","2014-2015","2013-2014","Terrace"
"266",1,19,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014","Smithers"
"267",1,19,"CCP","Career and College Prep","PR","Prince Rupert","2014-2015","2013-2014","Prince Rupert"
"268",1,17,"WELDUP","Welding Upgrade","PR","Prince Rupert","2014-2015","2013-2014","Prince Rupert"
"269",1,17,"CE","Continuing Education","TE","Terrace","2014-2015","2013-2014","Terrace"
"270",1,16,"CE","Continuing Education","TE","Terrace","2014-2015","2013-2014","Terrace"
"271",1,18,"CE","Continuing Education","TE","Terrace","2014-2015","2013-2014","Kitwanga"
"272",1,19,"CE","Continuing Education","HO","Houston","2014-2015","2013-2014","Houston"
"273",1,19,"PCOOKAP1","Professional Cook Apprentice - Level 1","HO","Houston","2014-2015","2013-2014",NA
"274",1,19,"CCP","Career and College Prep","TE","Terrace","2014-2015","2013-2014","Kincolith"
"275",1,18,"CE","Continuing Education","QC","Queen Charlotte City","2014-2015","2013-2014","Queen Charlotte City"
"276",1,17,"CE","Continuing Education","HA","Hazelton","2014-2015","2013-2014","New Hazelton"
"277",1,19,"ELTRF","Electrical Foundation","TE","Terrace","2014-2015","2013-2014","Kitimat"
"278",1,17,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014","Smithers"
"279",1,19,"CE","Continuing Education","TE","Terrace","2014-2015","2013-2014","Terrace"
"280",1,19,"CE","Continuing Education","OFSM","Off-Campus Smithers","2014-2015","2013-2014","Kuggaaruk"
"281",1,19,"CCP","Career and College Prep","PR","Prince Rupert","2014-2015","2013-2014","Port Edward"
"282",1,18,"CE","Continuing Education","TE","Terrace","2014-2015","2013-2014","Kitwanga"
"283",1,18,"CE","Continuing Education","GY","Gitanyow (Kitwancool)","2014-2015","2013-2014","Kitwanga"
"284",1,17,"CE","Continuing Education","TE","Terrace","2014-2015","2013-2014","Terrace"
"285",1,17,"CE","Continuing Education","TE","Terrace","2014-2015","2013-2014","Terrace"
"286",1,17,"CE","Continuing Education","PR","Prince Rupert","2014-2015","2013-2014","Prince Rupert"
"287",1,18,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014","Kamloops"
"288",1,18,"ELTRF","Electrical Foundation","HO","Houston","2014-2015","2013-2014","Houston"
"289",1,18,"ELTRF","Electrical Foundation","HO","Houston","2014-2015","2013-2014","Kitimat"
"290",1,18,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014","Kamloops"
"291",1,19,"PCOOKAP1","Professional Cook Apprentice - Level 1","TE","Terrace","2014-2015","2013-2014","Terrace"
"292",1,19,"CE","Continuing Education","HO","Houston","2014-2015","2013-2014","Smithers"
"293",1,17,"HEOF",NA,"SM","Smithers","2014-2015","2013-2014","Smithers"
"294",1,17,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014",NA
"295",1,17,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014",NA
"296",1,16,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014",NA
"297",1,17,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014",NA
"298",1,19,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014","Kitwanga"
"299",1,16,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014","Telkwa"
"300",1,17,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014",NA
"301",1,16,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014",NA
"302",1,16,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014",NA
"303",1,16,"CCP","Career and College Prep","TE","Terrace","2014-2015","2013-2014","Terrace"
"304",1,16,"ACELTRF","ACE-IT Electrical Foundation","HO","Houston","2014-2015","2013-2014","Houston"
"305",1,18,"ELTRF","Electrical Foundation","HO","Houston","2014-2015","2013-2014","Houston"
"306",1,19,"CCP","Career and College Prep","HO","Houston","2014-2015","2013-2014","Houston"
"307",1,18,"UC","University Credit Year 1","TE","Terrace","2014-2015","2013-2014","Terrace"
"308",1,18,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014","Terrace"
"309",1,18,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014","Smithers"
"310",1,19,"UC","University Credit Year 1","TE","Terrace","2014-2015","2013-2014","Terrace"
"311",1,17,"CE","Continuing Education",NA,"New Aiyansh (Gitlakdamix)","2014-2015","2013-2014","New Aiyansh"
"312",1,16,"CE","Continuing Education",NA,"New Aiyansh (Gitlakdamix)","2014-2015","2013-2014","Aiyansh"
"313",1,17,"CE","Continuing Education",NA,"New Aiyansh (Gitlakdamix)","2014-2015","2013-2014","New Aiyansh"
"314",1,16,"CE","Continuing Education",NA,"New Aiyansh (Gitlakdamix)","2014-2015","2013-2014","New Aiyansh"
"315",1,16,"CE","Continuing Education",NA,"New Aiyansh (Gitlakdamix)","2014-2015","2013-2014","New Aiyansh"
"316",1,18,"CE","Continuing Education","GR","Greenville (Laxgalts'ap)","2014-2015","2013-2014","Greenville"
"317",1,17,"CE","Continuing Education",NA,"New Aiyansh (Gitlakdamix)","2014-2015","2013-2014","New Aiyansh"
"318",1,17,"CE","Continuing Education",NA,"New Aiyansh (Gitlakdamix)","2014-2015","2013-2014","New Aiyansh"
"319",1,18,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014","Smithers"
"320",1,17,"CE","Continuing Education","GR","Greenville (Laxgalts'ap)","2014-2015","2013-2014","Greenville"
"321",1,18,"UC","University Credit Year 1","PR","Prince Rupert","2014-2015","2013-2014","Prince Rupert"
"322",1,19,"PCOOKAP1","Professional Cook Apprentice - Level 1","TE","Terrace","2014-2015","2013-2014","Terrace"
"323",1,16,"ACMILLF","ACE-IT Millwright Foundation","KI","Kitimat","2014-2015","2013-2014","Kitimat"
"324",1,17,"ACMILLF","ACE-IT Millwright Foundation","KI","Kitimat","2014-2015","2013-2014","Kitimat"
"325",1,19,"NURS","Nursing","TE","Terrace","2014-2015","2013-2014","Prince Rupert"
"326",1,17,"ACWELDF","ACEIT Welder Foundation","TE","Terrace","2014-2015","2013-2014","Telkwa"
"327",1,17,"HEOF",NA,"TE","Terrace","2014-2015","2013-2014","Smithers"
"328",1,18,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014","Houston"
"329",1,18,"HEOF",NA,"TE","Terrace","2014-2015","2013-2014","New Hazelton"
"330",1,19,"CE","Continuing Education","TE","Terrace","2014-2015","2013-2014","Terrace"
"331",1,18,"HMF","Heavy Mechanical Foundation","TE","Terrace","2014-2015","2013-2014","Smithers"
"332",1,18,"CCP","Career and College Prep","PR","Prince Rupert","2014-2015","2013-2014","Port Edward"
"333",1,18,"ELTRF","Electrical Foundation","TE","Terrace","2014-2015","2013-2014","Terrace"
"334",1,18,"ACE","Applied Coastal Ecology Year 1","PR","Prince Rupert","2014-2015","2013-2014","Terrace"
"335",1,19,"CE","Continuing Education","TE","Terrace","2014-2015","2013-2014","Terrace"
"336",1,18,"ELTRF","Electrical Foundation","TE","Terrace","2014-2015","2013-2014","Kitimat"
"337",1,18,"HMF","Heavy Mechanical Foundation","TE","Terrace","2014-2015","2013-2014","Smithers"
"338",1,17,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014","Telkwa"
"339",1,19,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014","Telkwa"
"340",1,18,"CCP","Career and College Prep","SM","Smithers","2014-2015","2013-2014","Terrace"
"341",1,19,"HEOF",NA,"HO","Houston","2014-2015","2013-2014","Houston"
"342",1,16,"HEOF",NA,"HO","Houston","2014-2015","2013-2014","Topley"
"343",1,17,"ACAUTOF","Auto Service Technician Foundation","TE","Terrace","2014-2015","2013-2014","Terrace"
"344",1,16,"ACAUTOF","Auto Service Technician Foundation","TE","Terrace","2014-2015","2013-2014","Leduc"
"345",1,16,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014","Smithers"
"346",1,19,"CE","Continuing Education","GR","Greenville (Laxgalts'ap)","2014-2015","2013-2014","Greenville"
"347",1,17,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014","Smithers"
"348",1,16,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014",NA
"349",1,19,"CE","Continuing Education","TE","Terrace","2014-2015","2013-2014","Terrace"
"350",1,18,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014",NA
"351",1,17,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014","Smithers"
"352",1,17,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014",NA
"353",1,17,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014",NA
"354",1,16,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014",NA
"355",1,16,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014","Telkwa"
"356",1,16,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014",NA
"357",1,16,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014","Smithers"
"358",1,16,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014",NA
"359",1,16,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014",NA
"360",1,16,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014",NA
"361",1,19,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014","Burns Lake"
"362",1,19,"CE","Continuing Education","MA","Masset","2014-2015","2013-2014",NA
"363",1,19,"CE","Continuing Education","HA","Hazelton","2014-2015","2013-2014","Terrace"
"364",1,18,"CE","Continuing Education","GR","Greenville (Laxgalts'ap)","2014-2015","2013-2014","Greenville"
"365",1,17,"WELDUP","Welding Upgrade","PR","Prince Rupert","2014-2015","2013-2014","Prince Rupert"
"366",1,17,"ACWELDF","ACEIT Welder Foundation","PR","Prince Rupert","2014-2015","2013-2014","Prince Rupert"
"367",1,18,"CE","Continuing Education","KL","Kaay Llnagaay","2014-2015","2013-2014","Port Clements"
"368",1,18,"ACAUTOF","Auto Service Technician Foundation","TE","Terrace","2014-2015","2013-2014","Telkwa"
"369",1,16,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014",NA
"370",1,17,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014",NA
"371",1,16,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014","Smithers"
"372",1,16,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014","Smithers"
"373",1,16,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014",NA
"374",1,18,"HMF","Heavy Mechanical Foundation","TE","Terrace","2014-2015","2013-2014","Terrace"
"375",1,19,"ELTRF","Electrical Foundation","TE","Terrace","2014-2015","2013-2014","McBride"
"376",1,19,"CE","Continuing Education","TE","Terrace","2014-2015","2013-2014","Terrace"
"377",1,18,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014",NA
"378",1,17,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014","Smithers"
"379",1,16,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014","Smithers"
"380",1,16,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014","Smithers"
"381",1,18,"ELTRF","Electrical Foundation","TE","Terrace","2014-2015","2013-2014","Terrace"
"382",1,19,"ELTRF","Electrical Foundation","TE","Terrace","2014-2015","2013-2014","Terrace"
"383",1,18,"HMF","Heavy Mechanical Foundation","TE","Terrace","2014-2015","2013-2014","Terrace"
"384",1,19,"CCP","Career and College Prep","PR","Prince Rupert","2014-2015","2013-2014","Aldergrove"
"385",1,17,"CCP","Career and College Prep","PR","Prince Rupert","2014-2015","2013-2014","Prince Rupert"
"386",1,16,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014","Smithers"
"387",1,16,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014","Smithers"
"388",1,16,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014","Telkwa"
"389",1,17,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014","Smithers"
"390",1,16,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014","Smithers"
"391",1,16,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014","Moricetown"
"392",1,16,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014",NA
"393",1,16,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014",NA
"394",1,16,"ACCOOK1","ACE-IT Professional Cook 1","HO","Houston","2014-2015","2013-2014","Houston"
"395",1,18,"CCP","Career and College Prep","HO","Houston","2014-2015","2013-2014","Houston"
"396",1,16,"CE","Continuing Education","MA","Masset","2014-2015","2013-2014","Smithers"
"397",1,18,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014","New Hazelton"
"398",1,19,"ICT","Information and Communications Technology","HA","Hazelton","2014-2015","2013-2014","Terrace"
"399",1,19,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014","Smithers"
"400",1,17,"ACWELDF","ACEIT Welder Foundation","TE","Terrace","2014-2015","2013-2014","Terrace"
"401",1,16,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014","Smithers"
"402",1,17,"CE","Continuing Education","HA","Hazelton","2014-2015","2013-2014","Terrace"
"403",1,18,"CE","Continuing Education","GR","Greenville (Laxgalts'ap)","2014-2015","2013-2014","Greenville"
"404",1,17,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014","Telkwa"
"405",1,17,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014","Smithers"
"406",1,16,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014",NA
"407",1,16,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014","Smithers"
"408",1,16,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014","Smithers"
"409",1,16,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014","Smithers"
"410",1,18,"ACCOOK1","ACE-IT Professional Cook 1","TE","Terrace","2014-2015","2013-2014","Kitimat"
"411",1,18,"CE","Continuing Education","SM","Smithers","2014-2015","2013-2014","Telkwa"
"412",1,19,"CE","Continuing Education","KN","Kincolith (Gingolx)","2014-2015","2013-2014","Gingolx"
"413",1,18,"ACWELDF","ACEIT Welder Foundation","PR","Prince Rupert","2014-2015","2013-2014","Port Simpson"
"414",1,18,"CE","Continuing Education","KI","Kitimat","2014-2015","2013-2014","Kitimat"
"415",1,17,"ACWELDF","ACEIT Welder Foundation","TE","Terrace","2014-2015","2013-2014","Terrace"
"416",1,19,"CE","Continuing Education","GR","Greenville (Laxgalts'ap)","2014-2015","2013-2014","Greenville"
"417",1,18,"MILLF","Millwright Foundation","PR","Prince Rupert","2014-2015","2013-2014","Prince Rupert"
"418",1,19,"HEOF",NA,"HO","Houston","2014-2015","2013-2014","Houston"
"419",1,18,"WELDB","Welding B Module","TE","Terrace","2014-2015","2013-2014","Terrace"
"420",1,17,"ACWELDF","ACEIT Welder Foundation","TE","Terrace","2014-2015","2013-2014","Terrace"
"421",1,17,"ACWELDF","ACEIT Welder Foundation","TE","Terrace","2014-2015","2013-2014","Terrace"
